"filename", "language", "Markdown", "Python", "C", "C++", "Makefile", "XML", "JSON", "CMake", "Go Assembly", "Shell Script", "Diff", "YAML", "Properties", "comment", "blank", "total"
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\icon.c", "C", 0, 0, 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 263
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\info.c", "C", 0, 0, 4492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 150, 4663
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\info.h", "C++", 0, 0, 0, 1296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 15, 1332
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_argv.c", "C", 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 64, 266
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_argv.h", "C++", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 13, 50
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_bbox.c", "C", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 14, 55
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_bbox.h", "C++", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 48
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_cheat.c", "C", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 20, 90
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_cheat.h", "C++", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 16, 63
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_config.c", "C", 0, 0, 615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 948, 566, 2129
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_config.h", "C++", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 40
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_controls.c", "C", 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 73, 399
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_controls.h", "C++", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 31, 169
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_fixed.c", "C", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 18, 63
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_fixed.h", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 40
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_menu.c", "C", 0, 0, 1502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 250, 374, 2126
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_menu.h", "C++", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18, 62
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_misc.c", "C", 0, 0, 335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 115, 537
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_misc.h", "C++", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 52
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_random.c", "C", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 7, 66
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_random.h", "C++", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 40
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\memio.c", "C", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 49, 198
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\memio.h", "C++", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 7, 39
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\mus2mid.c", "C", 0, 0, 504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 158, 738
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\mus2mid.h", "C++", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_client.h", "C++", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 53
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_dedicated.h", "C++", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 26
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_defs.h", "C++", 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 55, 249
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_gui.h", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 30
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_io.h", "C++", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 37
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_loop.h", "C++", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 28
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_packet.h", "C++", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 45
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_query.h", "C++", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 45
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_sdl.h", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 27
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_server.h", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 14, 43
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_ceilng.c", "C", 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 52, 325
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_doors.c", "C", 0, 0, 571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 125, 779
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_enemy.c", "C", 0, 0, 1341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 428, 2007
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_floor.c", "C", 0, 0, 429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 64, 547
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_inter.c", "C", 0, 0, 643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 165, 923
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_inter.h", "C++", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 10, 31
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_lights.c", "C", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 78, 351
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_local.h", "C++", 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 77, 298
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_map.c", "C", 0, 0, 828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 304, 317, 1449
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_maputl.c", "C", 0, 0, 651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 190, 1002
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_mobj.c", "C", 0, 0, 654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 212, 1050
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_mobj.h", "C++", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 47, 285
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_plats.c", "C", 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 58, 305
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_pspr.c", "C", 0, 0, 537, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 179, 889
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_pspr.h", "C++", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 16, 72
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_saveg.c", "C", 0, 0, 975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 435, 482, 1892
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_saveg.h", "C++", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 18, 63
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_setup.c", "C", 0, 0, 547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 175, 856
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_setup.h", "C++", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 9, 38
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_sight.c", "C", 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 72, 351
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_spec.c", "C", 0, 0, 908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 307, 275, 1490
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_spec.h", "C++", 0, 0, 0, 380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 183, 638
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_switch.c", "C", 0, 0, 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 113, 649
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_telept.c", "C", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 30, 134
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_tick.c", "C", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 36, 152
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_tick.h", "C++", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 34
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_user.c", "C", 0, 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 88, 380
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_bsp.c", "C", 0, 0, 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 123, 574
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_bsp.h", "C++", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 20, 62
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_data.c", "C", 0, 0, 543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 203, 913
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_data.h", "C++", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 13, 52
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_defs.h", "C++", 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 130, 449
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_draw.c", "C", 0, 0, 554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 206, 976
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_draw.h", "C++", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 32, 105
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_local.h", "C++", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 9, 46
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_main.c", "C", 0, 0, 556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 181, 892
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_main.h", "C++", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 44, 161
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_plane.c", "C", 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 85, 447
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_plane.h", "C++", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 22, 77
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_segs.c", "C", 0, 0, 507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 134, 744
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_segs.h", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 34
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_sky.c", "C", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 12, 53
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_sky.h", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 38
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_state.h", "C++", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 43, 128
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_things.c", "C", 0, 0, 605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 207, 983
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_things.h", "C++", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 18, 66
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\s_sound.c", "C", 0, 0, 431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 132, 671
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\s_sound.h", "C++", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 28, 90
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\sha1.c", "C", 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 32, 320
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\sha1.h", "C++", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 41
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\sounds.c", "C", 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 13, 230
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\sounds.h", "C++", 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 11, 228
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\st_lib.c", "C", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 64, 285
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\st_lib.h", "C++", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 59, 210
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\st_stuff.c", "C", 0, 0, 903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 298, 1417
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\st_stuff.h", "C++", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 23, 90
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\statdump.c", "C", 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 96, 393
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\statdump.h", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 24
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\tables.c", "C", 0, 0, 2173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 18, 2228
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\tables.h", "C++", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 27, 97
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\v_patch.h", "C++", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 51
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\v_video.c", "C", 0, 0, 617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 177, 933
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\v_video.h", "C++", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 35, 109
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_checksum.c", "C", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 19, 88
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_checksum.h", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 6, 28
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_file.c", "C", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 20, 96
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_file.h", "C++", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 25, 79
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_file_stdc.c", "C", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 26, 97
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_main.c", "C", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 46, 199
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_main.h", "C++", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 25
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_merge.h", "C++", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 13, 45
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_wad.c", "C", 0, 0, 353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 136, 613
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_wad.h", "C++", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 24, 79
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\wi_stuff.c", "C", 0, 0, 1215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 405, 1830
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\wi_stuff.h", "C++", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 11, 49
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\z_zone.c", "C", 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 122, 489
"d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\z_zone.h", "C++", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 16, 74
"d:\Projects\C\cleonos\clks\arch\aarch64\boot.c", "C", 0, 0, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -7
"d:\Projects\C\cleonos\clks\arch\aarch64\startup\boot.c", "C", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\Projects\C\cleonos\clks\arch\x86_64\boot.c", "C", 0, 0, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -7
"d:\Projects\C\cleonos\clks\arch\x86_64\exec_stack_call.S", "Go Assembly", 0, 0, 0, 0, 0, 0, 0, 0, -40, 0, 0, 0, 0, 0, -8, -48
"d:\Projects\C\cleonos\clks\arch\x86_64\interrupt\interrupt_stubs.S", "Go Assembly", 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 12, 120
"d:\Projects\C\cleonos\clks\arch\x86_64\interrupt_stubs.S", "Go Assembly", 0, 0, 0, 0, 0, 0, 0, 0, -108, 0, 0, 0, 0, 0, -12, -120
"d:\Projects\C\cleonos\clks\arch\x86_64\startup\boot.c", "C", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\Projects\C\cleonos\clks\arch\x86_64\startup\exec_stack_call.S", "Go Assembly", 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 8, 48
"d:\Projects\C\cleonos\clks\drivers\audio\pcspeaker.c", "C", 0, 0, -101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -126
"d:\Projects\C\cleonos\clks\drivers\serial\serial.c", "C", 0, 0, -52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, -68
"d:\Projects\C\cleonos\clks\drivers\video\font8x8.c", "C", 0, 0, -67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -75
"d:\Projects\C\cleonos\clks\drivers\video\font8x8.h", "C++", 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -8
"d:\Projects\C\cleonos\clks\drivers\video\framebuffer.c", "C", 0, 0, -251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -70, -321
"d:\Projects\C\cleonos\clks\drivers\video\psf_font.c", "C", 0, 0, -230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -56, -286
"d:\Projects\C\cleonos\clks\drivers\video\psf_font.h", "C++", 0, 0, 0, -15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -20
"d:\Projects\C\cleonos\clks\include\clks\exec.h", "C++", 0, 0, 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8
"d:\Projects\C\cleonos\clks\include\clks\keyboard.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Projects\C\cleonos\clks\include\clks\limine.h", "C++", 0, 0, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20
"d:\Projects\C\cleonos\clks\include\clks\panic.h", "C++", 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5
"d:\Projects\C\cleonos\clks\include\clks\syscall.h", "C++", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\Projects\C\cleonos\clks\include\clks\task.h", "C++", 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5
"d:\Projects\C\cleonos\clks\include\clks\types.h", "C++", 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3
"d:\Projects\C\cleonos\clks\kernel\boot\limine\limine_requests.c", "C", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 102
"d:\Projects\C\cleonos\clks\kernel\core\interrupts.c", "C", 0, 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 350
"d:\Projects\C\cleonos\clks\kernel\core\kmain.c", "C", 0, 0, 388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 77, 466
"d:\Projects\C\cleonos\clks\kernel\core\log.c", "C", 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 227
"d:\Projects\C\cleonos\clks\kernel\core\panic.c", "C", 0, 0, 527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 682
"d:\Projects\C\cleonos\clks\kernel\core\scheduler.c", "C", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 180
"d:\Projects\C\cleonos\clks\kernel\core\service.c", "C", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 141
"d:\Projects\C\cleonos\clks\kernel\desktop.c", "C", 0, 0, -321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -86, -407
"d:\Projects\C\cleonos\clks\kernel\driver.c", "C", 0, 0, -169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -49, -218
"d:\Projects\C\cleonos\clks\kernel\elf64.c", "C", 0, 0, -239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -73, -312
"d:\Projects\C\cleonos\clks\kernel\elfrunner.c", "C", 0, 0, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -38
"d:\Projects\C\cleonos\clks\kernel\exec.c", "C", 0, 0, -2037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -555, -2593
"d:\Projects\C\cleonos\clks\kernel\fs.c", "C", 0, 0, -701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -222, -923
"d:\Projects\C\cleonos\clks\kernel\hal\audio\pcspeaker.c", "C", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 126
"d:\Projects\C\cleonos\clks\kernel\hal\serial\serial.c", "C", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 67
