Date : 2026-04-21 02:41:45
Directory : d:\Projects\C\cleonos
Total : 569 files,  108044 codes, 13937 comments, 27927 blanks, all 149908 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_cdmus.c                | C                |        159 |         31 |         54 |        244 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_cdmus.h                | C++              |         20 |         15 |          7 |         42 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_endoom.c               | C                |         48 |         26 |         28 |        102 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_endoom.h               | C++              |          4 |         19 |          7 |         30 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_input.c                | C                |        261 |         45 |         36 |        342 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_joystick.c             | C                |        254 |         38 |         68 |        360 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_joystick.h             | C++              |         21 |         33 |         17 |         71 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_scale.c                | C                |        889 |        225 |        339 |      1,453 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_scale.h                | C++              |         21 |         20 |         13 |         54 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_sdlmusic.c             | C                |        887 |        177 |        253 |      1,317 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_sdlsound.c             | C                |        616 |        195 |        266 |      1,077 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_sound.c                | C                |        284 |         62 |         75 |        421 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_sound.h                | C++              |        104 |         71 |         82 |        257 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_swap.h                 | C++              |         34 |         18 |         22 |         74 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_system.c               | C                |        347 |        112 |        120 |        579 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_system.h               | C++              |         19 |         37 |         29 |         85 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_timer.c                | C                |         36 |         32 |         29 |         97 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_timer.h                | C++              |          9 |         23 |         11 |         43 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_video.c                | C                |        309 |         74 |        113 |        496 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\i_video.h                | C++              |         63 |         65 |         48 |        176 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\icon.c                   | C                |        260 |          0 |          3 |        263 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\info.c                   | C                |      4,492 |         21 |        150 |      4,663 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\info.h                   | C++              |      1,296 |         21 |         15 |      1,332 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_argv.c                 | C                |        150 |         52 |         64 |        266 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_argv.h                 | C++              |         11 |         26 |         13 |         50 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_bbox.c                 | C                |         21 |         20 |         14 |         55 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_bbox.h                 | C++              |         18 |         19 |         11 |         48 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_cheat.c                | C                |         38 |         32 |         20 |         90 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_cheat.h                | C++              |         24 |         23 |         16 |         63 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_config.c               | C                |        615 |        948 |        566 |      2,129 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_config.h               | C++              |         16 |         17 |          7 |         40 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_controls.c             | C                |        269 |         57 |         73 |        399 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_controls.h             | C++              |        121 |         17 |         31 |        169 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_fixed.c                | C                |         24 |         21 |         18 |         63 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_fixed.h                | C++              |          8 |         20 |         12 |         40 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_menu.c                 | C                |      1,502 |        250 |        374 |      2,126 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_menu.h                 | C++              |         11 |         33 |         18 |         62 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_misc.c                 | C                |        335 |         87 |        115 |        537 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_misc.h                 | C++              |         27 |         17 |          8 |         52 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_random.c               | C                |         37 |         22 |          7 |         66 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\m_random.h               | C++              |          7 |         21 |         12 |         40 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\memio.c                  | C                |        122 |         27 |         49 |        198 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\memio.h                  | C++              |         18 |         14 |          7 |         39 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\mus2mid.c                | C                |        504 |         76 |        158 |        738 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\mus2mid.h                | C++              |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_client.h             | C++              |         29 |         15 |          9 |         53 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_dedicated.h          | C++              |          4 |         16 |          6 |         26 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_defs.h               | C++              |        148 |         46 |         55 |        249 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_gui.h                | C++              |          5 |         18 |          7 |         30 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_io.h                 | C++              |         14 |         16 |          7 |         37 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_loop.h               | C++              |          6 |         16 |          6 |         28 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_packet.h             | C++              |         18 |         16 |         11 |         45 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_query.h              | C++              |         19 |         16 |         10 |         45 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_sdl.h                | C++              |          5 |         16 |          6 |         27 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\net_server.h             | C++              |          8 |         21 |         14 |         43 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_ceilng.c               | C                |        226 |         47 |         52 |        325 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_doors.c                | C                |        571 |         83 |        125 |        779 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_enemy.c                | C                |      1,341 |        238 |        428 |      2,007 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_floor.c                | C                |        429 |         54 |         64 |        547 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_inter.c                | C                |        643 |        115 |        165 |        923 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_inter.h                | C++              |          4 |         17 |         10 |         31 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_lights.c               | C                |        201 |         72 |         78 |        351 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_local.h                | C++              |        155 |         66 |         77 |        298 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_map.c                  | C                |        828 |        304 |        317 |      1,449 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_maputl.c               | C                |        651 |        161 |        190 |      1,002 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_mobj.c                 | C                |        654 |        184 |        212 |      1,050 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_mobj.h                 | C++              |         77 |        161 |         47 |        285 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_plats.c                | C                |        218 |         29 |         58 |        305 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_pspr.c                 | C                |        537 |        173 |        179 |        889 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_pspr.h                 | C++              |         21 |         35 |         16 |         72 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_saveg.c                | C                |        975 |        435 |        482 |      1,892 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_saveg.h                | C++              |         21 |         24 |         18 |         63 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_setup.c                | C                |        547 |        134 |        175 |        856 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_setup.h                | C++              |         10 |         19 |          9 |         38 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_sight.c                | C                |        204 |         75 |         72 |        351 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_spec.c                 | C                |        908 |        307 |        275 |      1,490 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_spec.h                 | C++              |        380 |         75 |        183 |        638 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_switch.c               | C                |        425 |        111 |        113 |        649 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_telept.c               | C                |         69 |         35 |         30 |        134 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_tick.c                 | C                |         63 |         53 |         36 |        152 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_tick.h                 | C++              |          4 |         20 |         10 |         34 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\p_user.c                 | C                |        219 |         73 |         88 |        380 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_bsp.c                  | C                |        329 |        122 |        123 |        574 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_bsp.h                  | C++              |         23 |         19 |         20 |         62 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_data.c                 | C                |        543 |        167 |        203 |        913 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_data.h                 | C++              |         14 |         25 |         13 |         52 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_defs.h                 | C++              |        164 |        155 |        130 |        449 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_draw.c                 | C                |        554 |        216 |        206 |        976 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_draw.h                 | C++              |         40 |         33 |         32 |        105 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_local.h                | C++              |         13 |         24 |          9 |         46 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_main.c                 | C                |        556 |        155 |        181 |        892 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_main.h                 | C++              |         72 |         45 |         44 |        161 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_plane.c                | C                |        278 |         84 |         85 |        447 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_plane.h                | C++              |         37 |         18 |         22 |         77 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_segs.c                 | C                |        507 |        103 |        134 |        744 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_segs.h                 | C++              |          8 |         17 |          9 |         34 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_sky.c                  | C                |         10 |         31 |         12 |         53 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_sky.h                  | C++              |          8 |         20 |         10 |         38 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_state.h                | C++              |         49 |         36 |         43 |        128 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_things.c               | C                |        605 |        171 |        207 |        983 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\r_things.h               | C++              |         28 |         20 |         18 |         66 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\s_sound.c                | C                |        431 |        108 |        132 |        671 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\s_sound.h                | C++              |         20 |         42 |         28 |         90 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\sha1.c                   | C                |        239 |         49 |         32 |        320 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\sha1.h                   | C++              |         17 |         16 |          8 |         41 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\sounds.c                 | C                |        192 |         25 |         13 |        230 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\sounds.h                 | C++              |        191 |         26 |         11 |        228 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\st_lib.c                 | C                |        186 |         35 |         64 |        285 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\st_lib.h                 | C++              |         91 |         60 |         59 |        210 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\st_stuff.c               | C                |        903 |        216 |        298 |      1,417 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\st_stuff.h               | C++              |         36 |         31 |         23 |         90 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\statdump.c               | C                |        239 |         58 |         96 |        393 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\statdump.h               | C++              |          5 |         15 |          4 |         24 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\tables.c                 | C                |      2,173 |         37 |         18 |      2,228 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\tables.h                 | C++              |         26 |         44 |         27 |         97 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\v_patch.h                | C++              |         17 |         25 |          9 |         51 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\v_video.c                | C                |        617 |        139 |        177 |        933 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\v_video.h                | C++              |         34 |         40 |         35 |        109 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_checksum.c             | C                |         48 |         21 |         19 |         88 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_checksum.h             | C++              |          5 |         17 |          6 |         28 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_file.c                 | C                |         44 |         32 |         20 |         96 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_file.h                 | C++              |         23 |         31 |         25 |         79 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_file_stdc.c            | C                |         49 |         22 |         26 |         97 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_main.c                 | C                |         87 |         66 |         46 |        199 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_main.h                 | C++              |          4 |         16 |          5 |         25 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_merge.h                | C++              |          9 |         23 |         13 |         45 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_wad.c                  | C                |        353 |        124 |        136 |        613 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\w_wad.h                  | C++              |         31 |         24 |         24 |         79 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\wi_stuff.c               | C                |      1,215 |        210 |        405 |      1,830 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\wi_stuff.h               | C++              |         14 |         24 |         11 |         49 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\z_zone.c                 | C                |        278 |         89 |        122 |        489 |
| d:\Projects\C\cleonos\cleonos\third-party\doomgeneric\doomgeneric\z_zone.h                 | C++              |         29 |         29 |         16 |         74 |
| d:\Projects\C\cleonos\clks\arch\aarch64\startup\boot.c                                     | C                |          6 |          0 |          1 |          7 |
| d:\Projects\C\cleonos\clks\arch\x86_64\interrupt\interrupt_stubs.S                         | Go Assembly      |        108 |          0 |         12 |        120 |
| d:\Projects\C\cleonos\clks\arch\x86_64\startup\boot.c                                      | C                |          6 |          0 |          1 |          7 |
| d:\Projects\C\cleonos\clks\arch\x86_64\startup\exec_stack_call.S                           | Go Assembly      |         40 |          0 |          8 |         48 |
| d:\Projects\C\cleonos\clks\include\clks\audio.h                                            | C++              |          9 |          0 |          3 |         12 |
| d:\Projects\C\cleonos\clks\include\clks\boot.h                                             | C++              |         11 |          0 |          4 |         15 |
| d:\Projects\C\cleonos\clks\include\clks\compiler.h                                         | C++              |         13 |          0 |          4 |         17 |
| d:\Projects\C\cleonos\clks\include\clks\cpu.h                                              | C++              |         20 |          0 |          4 |         24 |
| d:\Projects\C\cleonos\clks\include\clks\desktop.h                                          | C++              |          7 |          0 |          4 |         11 |
| d:\Projects\C\cleonos\clks\include\clks\driver.h                                           | C++              |         29 |          0 |          8 |         37 |
| d:\Projects\C\cleonos\clks\include\clks\elf64.h                                            | C++              |         32 |          0 |          9 |         41 |
| d:\Projects\C\cleonos\clks\include\clks\elfrunner.h                                        | C++              |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\clks\include\clks\exec.h                                             | C++              |         73 |          0 |          8 |         81 |
| d:\Projects\C\cleonos\clks\include\clks\framebuffer.h                                      | C++              |         26 |          0 |          6 |         32 |
| d:\Projects\C\cleonos\clks\include\clks\fs.h                                               | C++              |         23 |          0 |          7 |         30 |
| d:\Projects\C\cleonos\clks\include\clks\heap.h                                             | C++              |         15 |          0 |          4 |         19 |
| d:\Projects\C\cleonos\clks\include\clks\interrupts.h                                       | C++              |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\clks\include\clks\kelf.h                                             | C++              |          9 |          0 |          5 |         14 |
| d:\Projects\C\cleonos\clks\include\clks\kernel.h                                           | C++              |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\clks\include\clks\keyboard.h                                         | C++              |         27 |          0 |          5 |         32 |
| d:\Projects\C\cleonos\clks\include\clks\limine.h                                           | C++              |        112 |          0 |         24 |        136 |
| d:\Projects\C\cleonos\clks\include\clks\log.h                                              | C++              |         14 |          0 |          5 |         19 |
| d:\Projects\C\cleonos\clks\include\clks\mouse.h                                            | C++              |         20 |          0 |          6 |         26 |
| d:\Projects\C\cleonos\clks\include\clks\panic.h                                            | C++              |          7 |          0 |          4 |         11 |
| d:\Projects\C\cleonos\clks\include\clks\pmm.h                                              | C++              |         16 |          0 |          5 |         21 |
| d:\Projects\C\cleonos\clks\include\clks\ramdisk.h                                          | C++              |         17 |          0 |          8 |         25 |
| d:\Projects\C\cleonos\clks\include\clks\scheduler.h                                        | C++              |         18 |          0 |          5 |         23 |
| d:\Projects\C\cleonos\clks\include\clks\serial.h                                           | C++              |          6 |          0 |          2 |          8 |
| d:\Projects\C\cleonos\clks\include\clks\service.h                                          | C++              |         31 |          0 |          8 |         39 |
| d:\Projects\C\cleonos\clks\include\clks\shell.h                                            | C++              |          7 |          0 |          3 |         10 |
| d:\Projects\C\cleonos\clks\include\clks\string.h                                           | C++              |          9 |          0 |          3 |         12 |
| d:\Projects\C\cleonos\clks\include\clks\syscall.h                                          | C++              |         91 |          0 |          5 |         96 |
| d:\Projects\C\cleonos\clks\include\clks\task.h                                             | C++              |         19 |          0 |          7 |         26 |
| d:\Projects\C\cleonos\clks\include\clks\tty.h                                              | C++              |         15 |          0 |          4 |         19 |
| d:\Projects\C\cleonos\clks\include\clks\types.h                                            | C++              |         14 |          0 |          6 |         20 |
| d:\Projects\C\cleonos\clks\include\clks\userland.h                                         | C++              |         12 |          0 |          4 |         16 |
| d:\Projects\C\cleonos\clks\kernel\boot\limine\limine_requests.c                            | C                |         76 |          0 |         26 |        102 |
| d:\Projects\C\cleonos\clks\kernel\core\interrupts.c                                        | C                |        307 |          0 |         43 |        350 |
| d:\Projects\C\cleonos\clks\kernel\core\kmain.c                                             | C                |        388 |          1 |         77 |        466 |
| d:\Projects\C\cleonos\clks\kernel\core\log.c                                               | C                |        179 |          0 |         48 |        227 |
| d:\Projects\C\cleonos\clks\kernel\core\panic.c                                             | C                |        527 |          0 |        155 |        682 |
| d:\Projects\C\cleonos\clks\kernel\core\scheduler.c                                         | C                |        136 |          0 |         44 |        180 |
| d:\Projects\C\cleonos\clks\kernel\core\service.c                                           | C                |        107 |          0 |         34 |        141 |
| d:\Projects\C\cleonos\clks\kernel\hal\audio\pcspeaker.c                                    | C                |        101 |          0 |         25 |        126 |
| d:\Projects\C\cleonos\clks\kernel\hal\serial\serial.c                                      | C                |         51 |          0 |         16 |         67 |
| d:\Projects\C\cleonos\clks\kernel\hal\video\font8x8.c                                      | C                |         45 |          0 |          8 |         53 |
| d:\Projects\C\cleonos\clks\kernel\hal\video\font8x8.h                                      | C++              |          5 |          0 |          3 |          8 |
| d:\Projects\C\cleonos\clks\kernel\hal\video\framebuffer.c                                  | C                |        247 |          0 |         69 |        316 |
| d:\Projects\C\cleonos\clks\kernel\hal\video\psf_font.c                                     | C                |        203 |          0 |         56 |        259 |
| d:\Projects\C\cleonos\clks\kernel\hal\video\psf_font.h                                     | C++              |         15 |          0 |          5 |         20 |
| d:\Projects\C\cleonos\clks\kernel\input\keyboard.c                                         | C                |        370 |          0 |         95 |        465 |
| d:\Projects\C\cleonos\clks\kernel\input\mouse.c                                            | C                |        243 |          0 |         63 |        306 |
| d:\Projects\C\cleonos\clks\kernel\interface\desktop.c                                      | C                |        321 |          0 |         86 |        407 |
| d:\Projects\C\cleonos\clks\kernel\interface\shell.c                                        | C                |      1,232 |          0 |        316 |      1,548 |
| d:\Projects\C\cleonos\clks\kernel\interface\tty.c                                          | C                |      1,137 |          0 |        288 |      1,425 |
| d:\Projects\C\cleonos\clks\kernel\memory\heap.c                                            | C                |        137 |          0 |         44 |        181 |
| d:\Projects\C\cleonos\clks\kernel\memory\pmm.c                                             | C                |         82 |          0 |         23 |        105 |
| d:\Projects\C\cleonos\clks\kernel\runtime\driver.c                                         | C                |        166 |          0 |         49 |        215 |
| d:\Projects\C\cleonos\clks\kernel\runtime\elf64.c                                          | C                |        279 |          1 |         84 |        364 |
| d:\Projects\C\cleonos\clks\kernel\runtime\elfrunner.c                                      | C                |         30 |          0 |          8 |         38 |
| d:\Projects\C\cleonos\clks\kernel\runtime\exec.c                                           | C                |      2,179 |          1 |        595 |      2,775 |
| d:\Projects\C\cleonos\clks\kernel\runtime\kelf.c                                           | C                |        198 |          1 |         52 |        251 |
| d:\Projects\C\cleonos\clks\kernel\runtime\syscall.c                                        | C                |      2,021 |          0 |        507 |      2,528 |
| d:\Projects\C\cleonos\clks\kernel\runtime\userland.c                                       | C                |        146 |          0 |         38 |        184 |
| d:\Projects\C\cleonos\clks\kernel\storage\fs.c                                             | C                |        684 |          0 |        222 |        906 |
| d:\Projects\C\cleonos\clks\kernel\storage\ramdisk.c                                        | C                |        172 |          0 |         50 |        222 |
| d:\Projects\C\cleonos\clks\kernel\support\libc_compat.c                                    | C                |         25 |          0 |          7 |         32 |
| d:\Projects\C\cleonos\clks\kernel\support\string.c                                         | C                |         54 |          0 |         16 |         70 |
| d:\Projects\C\cleonos\clks\rust\src\lib.rs                                                 | Rust             |         21 |          0 |          6 |         27 |
| d:\Projects\C\cleonos\cmake\check_tools.cmake                                              | CMake            |         34 |          0 |          7 |         41 |
| d:\Projects\C\cleonos\cmake\gen_kernel_symbols.cmake                                       | CMake            |         80 |          0 |         26 |        106 |
| d:\Projects\C\cleonos\cmake\log.cmake                                                      | CMake            |         30 |          0 |          6 |         36 |
| d:\Projects\C\cleonos\cmake\log_emit.cmake                                                 | CMake            |         23 |          0 |          6 |         29 |
| d:\Projects\C\cleonos\cmake\setup_limine.cmake                                             | CMake            |        100 |          0 |         19 |        119 |
| d:\Projects\C\cleonos\configs\limine.conf                                                  | Properties       |          6 |          0 |          1 |          7 |
| d:\Projects\C\cleonos\configs\menuconfig\clks_features.json                                | JSON             |        376 |          0 |          1 |        377 |
| d:\Projects\C\cleonos\docs\README.md                                                       | Markdown         |         31 |          0 |          4 |         35 |
| d:\Projects\C\cleonos\docs\stage1.md                                                       | Markdown         |         41 |          0 |          5 |         46 |
| d:\Projects\C\cleonos\docs\stage10.md                                                      | Markdown         |         34 |          0 |          6 |         40 |
| d:\Projects\C\cleonos\docs\stage11.md                                                      | Markdown         |         36 |          0 |          5 |         41 |
| d:\Projects\C\cleonos\docs\stage12.md                                                      | Markdown         |         40 |          0 |          6 |         46 |
| d:\Projects\C\cleonos\docs\stage13.md                                                      | Markdown         |         34 |          0 |          6 |         40 |
| d:\Projects\C\cleonos\docs\stage14.md                                                      | Markdown         |         44 |          0 |          8 |         52 |
| d:\Projects\C\cleonos\docs\stage15.md                                                      | Markdown         |         47 |          0 |          7 |         54 |
| d:\Projects\C\cleonos\docs\stage2.md                                                       | Markdown         |         30 |          0 |          5 |         35 |
| d:\Projects\C\cleonos\docs\stage20.md                                                      | Markdown         |         46 |          0 |          6 |         52 |
| d:\Projects\C\cleonos\docs\stage21.md                                                      | Markdown         |         72 |          0 |          7 |         79 |
| d:\Projects\C\cleonos\docs\stage22.md                                                      | Markdown         |         68 |          0 |          7 |         75 |
| d:\Projects\C\cleonos\docs\stage23.md                                                      | Markdown         |         41 |          0 |          6 |         47 |
| d:\Projects\C\cleonos\docs\stage24.md                                                      | Markdown         |         42 |          0 |          7 |         49 |
| d:\Projects\C\cleonos\docs\stage25.md                                                      | Markdown         |         58 |          0 |          7 |         65 |
| d:\Projects\C\cleonos\docs\stage26.md                                                      | Markdown         |         32 |          0 |          7 |         39 |
| d:\Projects\C\cleonos\docs\stage27.md                                                      | Markdown         |         32 |          0 |          7 |         39 |
